,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LY86-AS1,0.8987701803065864,-0.010101305619151828,0.3349226031808089,-0.17614143416441744,0.860182830020476,0.9591603252522104
LY86,18.057275453769137,0.0937859507372564,0.28365488681623696,0.7054140456276811,0.480552605672674,0.7235370169785758
RP1-80N2.3,0.003498476028077772,-0.005535453882077685,0.3517500286196853,0.0076918796047529304,0.99386282853751,
RP1-80N2.2,0.013581684578196548,-0.028886186192081793,0.33268359533152336,-0.05225420564953844,0.9583261420298138,
RP3-470L22.1,0.0030742115778810445,-0.01391926674997536,0.29533957816580214,-0.0011193207692165616,0.9991069114261448,
RREB1,5.4388961881873765,-0.43170136732943987,0.11307200441118952,-4.101743014024266,4.100495455854693e-05,0.00039938002898127215
SSR1,28.966491572409712,0.039398680327564814,0.11420067422216344,0.42007155174203953,0.6744331841208869,0.8659220169283338
RP11-69L16.4,0.009958930553882592,0.00367323419256025,0.37160730243705475,0.04916423696289626,0.9607884115530814,
CAGE1,0.361326344954618,-0.08355378709530427,0.27082418239904615,-0.3497259009253004,0.7265444135774335,0.8915568183129116
RIOK1,7.709155978807884,-0.5368263062708634,0.11939067895707085,-4.747630977526156,2.0581310765604693e-06,2.882904656390399e-05
DSP,0.17113119545221592,-0.004104412461855815,0.36978832427228264,0.026087802376079633,0.9791873060467178,0.9949265561832311
SNRNP48,4.3854913539348015,-0.013043719489197237,0.10119082482097091,-0.12758234847731922,0.898479500836218,0.9730567031965462
BMP6,4.949176747913366,-0.04446331790029407,0.3445337164542913,-0.22719651444566705,0.820270937904814,0.9393441803791179
TXNDC5,6.194289777396982,0.03955402749147787,0.3256155112627163,-0.7129560168379179,0.4758729742704867,0.7198406792387863
BLOC1S5,4.338991148840583,0.15208342035064384,0.12548513546976758,1.3873218047806823,0.16534365707568421,0.3629136253661498
BLOC1S5-1,0.029303461588859093,0.017708651718116752,0.3791771588465903,0.09537029154097423,0.9240207124121521,
EEF1E1,10.514381382620247,0.19034183289058138,0.09570122905699634,2.202922892792326,0.027600183784885324,0.09639872297714445
SLC35B3,3.472148656160226,0.10914460590778119,0.11192910719973934,1.0862021794273788,0.2773895532822924,0.5159112639345331
HULC,0.005274483833554041,-0.0022341762092912606,0.3844247314209688,0.014944637813083765,0.988076348066243,
TFAP2A,0.01229941608818557,0.020740255270639756,0.4201288804938235,0.07163936570145242,0.9428889112434454,
TFAP2A-AS1,0.02512601266860859,-0.031082852775733586,0.3299658379190415,-0.05023110582772696,0.9599382239677936,
GCNT2,0.7547630322286042,0.302805508954742,0.2757425351281416,1.506842872579593,0.13185093738554313,0.309906552748516
C6orf52,0.14662772828829498,0.44514394095732257,0.37532870558855946,1.2171186088303927,0.22355909146830688,
PAK1IP1,3.792714765274674,0.18664790358137134,0.08840514568866087,2.256386431560984,0.024046440642962227,0.0869671701334343
TMEM14C,28.58792014655669,0.2048349524315221,0.14914994543485127,1.7015555552804684,0.08883871509447014,0.23165840445748204
RP11-421M1.8,0.0706496998547443,0.06119559888688843,0.36688061037754816,0.17989893667632773,0.8572319099923906,
TMEM14B,44.96777767272221,0.2005391709833229,0.08578962766429366,2.5275466329734346,0.011486256888345165,0.048005564452122264
MAK,0.11785776351787165,-0.04488367776744844,0.34222704447780383,-0.23994743580831185,0.8103710063695443,
RP11-637O19.2,0.03302998972558399,-0.017987412120493596,0.2950882022322154,-0.02138510978642533,0.9829384515197779,
SYCP2L,0.8796998706492406,-0.018459017584406694,0.3740968285165366,0.42886929233075427,0.6680183485160462,0.862094759615541
