ligand_complex,receptor_complex,source,target,resources,n_resources,mean_lrscore,max_lrscore,min_lrscore
C3,NRP1,Non-classical monocytes,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,CD16+ NK cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,DC2,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Late erythroid,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,MAIT cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Mast cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Megakaryocyte precursor,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Memory B cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,NK cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Naive B cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Non-classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Plasma cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Regulatory T cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Plasma cells,pDC,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,CD16+ NK cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,DC2,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Late erythroid,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,MAIT cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Mast cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Megakaryocyte precursor,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Memory B cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,NK cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Naive B cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Non-classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Plasma cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Regulatory T cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Regulatory T cells,pDC,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,CD16+ NK cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,DC2,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Late erythroid,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,MAIT cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Mast cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Megakaryocyte precursor,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Memory B cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,NK cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Naive B cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Non-classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Plasma cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Regulatory T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive cytotoxic T cells,pDC,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,CD16+ NK cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,DC2,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Late erythroid,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,MAIT cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Mast cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Megakaryocyte precursor,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Memory B cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,NK cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Naive B cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Non-classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Plasma cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Regulatory T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tcm/Naive helper T cells,pDC,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,CD16+ NK cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,DC2,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Late erythroid,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,MAIT cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Mast cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Megakaryocyte precursor,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Memory B cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,NK cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Naive B cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Non-classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Plasma cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Regulatory T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Effector helper T cells,pDC,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,CD16+ NK cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,DC2,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Late erythroid,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,MAIT cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Mast cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Megakaryocyte precursor,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Memory B cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,NK cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Naive B cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Non-classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Plasma cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Regulatory T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Temra cytotoxic T cells,pDC,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,CD16+ NK cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,DC2,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Late erythroid,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,MAIT cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Mast cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Megakaryocyte precursor,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Memory B cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,NK cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Naive B cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Non-classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Plasma cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Regulatory T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,Tem/Trm cytotoxic T cells,pDC,['connectomedb2020'],1,,,
C3,NRP1,pDC,CD16+ NK cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Late erythroid,['connectomedb2020'],1,,,
C3,NRP1,pDC,MAIT cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Mast cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Megakaryocyte precursor,['connectomedb2020'],1,,,
C3,NRP1,pDC,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C3,NRP1,pDC,Memory B cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Naive B cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Non-classical monocytes,['connectomedb2020'],1,,,
C3,NRP1,pDC,Plasma cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Regulatory T cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C3,NRP1,pDC,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,CD16+ NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,DC2,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,MAIT cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Megakaryocyte precursor,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Memory B cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Naive B cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Plasma cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Regulatory T cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,CD16+ NK cells,pDC,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,CD16+ NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,DC2,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Late erythroid,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,MAIT cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Mast cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Megakaryocyte precursor,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Memory B cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Naive B cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Non-classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Plasma cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Regulatory T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Classical monocytes,pDC,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,CD16+ NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,DC2,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Late erythroid,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,MAIT cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Mast cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Megakaryocyte precursor,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Memory B cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Naive B cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Non-classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Plasma cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Regulatory T cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,DC2,pDC,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,CD16+ NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,DC2,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Late erythroid,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,MAIT cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Mast cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Megakaryocyte precursor,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Memory B cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Naive B cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Non-classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Plasma cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Regulatory T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Late erythroid,pDC,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,CD16+ NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,DC2,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Late erythroid,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,MAIT cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Mast cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Megakaryocyte precursor,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Memory B cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Naive B cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Non-classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Plasma cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Regulatory T cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,MAIT cells,pDC,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,CD16+ NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,DC2,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Late erythroid,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,MAIT cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Mast cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Megakaryocyte precursor,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Memory B cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Naive B cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Non-classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Plasma cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Regulatory T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Mast cells,pDC,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,CD16+ NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,DC2,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Late erythroid,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,MAIT cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Mast cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Megakaryocyte precursor,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Memory B cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Naive B cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Non-classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Plasma cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Regulatory T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocyte precursor,pDC,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,CD16+ NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,DC2,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Late erythroid,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,MAIT cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Mast cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Megakaryocyte precursor,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Megakaryocytes/platelets,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Memory B cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Naive B cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Non-classical monocytes,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Plasma cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Regulatory T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Tcm/Naive cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Tcm/Naive helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Tem/Effector helper T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Tem/Temra cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,Tem/Trm cytotoxic T cells,['connectomedb2020'],1,,,
C4A,C5AR2,Megakaryocytes/platelets,pDC,['connectomedb2020'],1,,,
C4A,C5AR2,Memory B cells,CD16+ NK cells,['connectomedb2020'],1,,,
C4A,C5AR2,Memory B cells,Classical monocytes,['connectomedb2020'],1,,,
